Email,First name,Last name,Company name,HubSpot Contact ID (synthetic),Salesforce Lead ID,Lead Source,Imported Funnel Stage,Lead Score,Industry,Segment,Region,Created Date,MQL Date,SQL Date,Form Submissions,Avg Conversion Score,Last Form Submission,Most Common Form,Email Sent Events,Email Delivered Events,Email Open Events,Email Click Events,Email Bounce Events,Email Unsubscribe Events
charlie.foster1044@cobaltplatform.com,Charlie,Foster,Cobalt Platform,HS101044,SFLED001044,Direct,Lead,20,Cybersecurity,Mid-Market,Northeast,3/27/2026,,,0,0,,,0,2,0,0,0,0
maya.bennett2598@catalystsolutions7.com,Maya,Bennett,Catalyst Solutions 70,HS102598,SFLED002598,Content Download,MQL,56,HR Tech,Enterprise,Northeast,12/5/2025,12/26/2025,,0,0,,,0,6,0,0,0,0
sam.murphy3313@clearpathmarkets.com,Sam,Murphy,Clearpath Markets,HS103313,SFLED003313,Outbound,Subscriber,28,SaaS,Mid-Market,International,8/10/2025,,,1,46,10/7/2025,Webinar Registration,0,0,0,0,0,0
morgan.chen43@signalanalytics.net,Casey,Murphy,Apex Platform,HS100882,SFLED000882,Organic Search,Lead,46,Logistics Tech,SMB,Northeast,6/26/2026,,,0,0,,,0,2,0,0,0,0
logan.james1052@catalystintelligen.ai,Logan,James,Catalyst Intelligence,HS101052,SFLED001052,Event,MQL,93,FinTech,Enterprise,International,6/26/2026,7/1/2026,,3,42.33333333,6/30/2026,CRM Audit,0,6,0,0,0,0
cameron.torres3256@evergreengroup.co,Cameron,Torres,Evergreen Group,HS103256,SFLED003256,Outbound,Lead,3,Manufacturing Tech,Enterprise,Southeast,2/7/2026,,,0,0,,,0,3,0,0,0,0
taylor.parker123@catalystops73.net,Taylor,Parker,Catalyst Ops 73,HS100123,,Paid Search,Lead,66,Manufacturing Tech,Mid-Market,West,6/3/2025,,,0,0,,,0,3,0,0,0,0
elliot.young2176@keystonenetworks.io,Elliot,Young,Keystone Networks,HS102176,,Webinar,Lead,53,FinTech,SMB,West,1/28/2026,,,1,40,3/29/2026,RevOps Playbook,0,1,0,0,0,0
drew.kim341@catalystmarkets.ai,Drew,Kim,Catalyst Markets,HS100341,SFLED000341,LinkedIn,MQL,46,Manufacturing Tech,Enterprise,Central,7/21/2025,8/7/2025,,0,0,,,0,0,0,0,0,0
quinn.wright2159@summithealth69.io,Quinn,Wright,Summit Health 69,HS102159,SFLED002159,Direct,Lead,24,HR Tech,Enterprise,Mountain,2/24/2026,,,3,40.66666667,4/4/2026,Demo Request,0,2,0,0,0,0
bailey.chen3071@vertexanalytics.co,Bailey,Chen,Vertex Analytics,HS103071,SFLED003071,LinkedIn,Lead,0,Cybersecurity,Enterprise,Central,1/19/2025,,,1,42,2/28/2025,Demo Request,0,2,0,0,0,0
avery.ward230@bluepeakintelligen.net,Avery,Ward,BluePeak Intelligence 9,HS100230,SFLED000230,Organic Search,Lead,100,FinTech,Mid-Market,West,2/26/2025,,,1,26,4/25/2025,Contact Us,0,3,0,0,0,0
hayden.james612@clearpathplatform7.com,Hayden,James,Clearpath Platform 75,HS100612,SFLED000612,Paid Search,MQL,65,Cybersecurity,SMB,Mountain,9/5/2025,9/12/2025,,1,46,10/21/2025,Contact Us,0,2,0,0,0,0
drew.james922@northstardynamics1.co,Drew,James,Northstar Dynamics 19,HS100922,SFLED000922,Content Download,Lead,72,Manufacturing Tech,Mid-Market,Central,10/30/2025,,,1,73,11/6/2025,Demo Request,0,3,0,0,0,0
reese.young1851@evergreendata84.net,Reese,Young,Evergreen Data 84,HS101851,SFLED001851,Direct,Lead,28,Healthcare Tech,SMB,Central,3/23/2026,,,0,0,,,0,1,0,0,0,0
bailey.wright4170@vertexhealth3.com,Bailey,Wright,Vertex Health 3,HS104170,SFLED004170,Paid Search,Lead,27,HR Tech,Mid-Market,Mountain,1/2/2026,,,0,0,,,0,0,0,0,0,0
riley.stone655@clearpathgroup57.net,Riley,Stone,Clearpath Group 57,HS100655,,Paid Search,Lead,13,FinTech,Enterprise,Central,4/23/2026,,,2,52.5,4/26/2026,CRM Audit,0,0,0,0,0,0
elliot.reed3934@evergreencloud80.com,Elliot,Reed,Evergreen Cloud 80,HS103934,SFLED003934,Webinar,Lead,64,Healthcare Tech,SMB,Central,2/20/2025,,,0,0,,,0,1,0,0,0,0
cameron.parker1934@evergreensystems95.co,Cameron,Parker,Evergreen Systems 95,HS101934,SFLED001934,LinkedIn,Lead,27,HR Tech,Enterprise,Southeast,2/20/2025,,,3,53.33333333,4/22/2025,Webinar Registration,0,1,0,0,0,0
rowan.murphy2342@meridiandynamics77.ai,Rowan,Murphy,Meridian Dynamics 77,HS102342,SFLED002342,Outbound,Lead,43,FinTech,Enterprise,Southeast,5/28/2026,,,3,35.66666667,6/19/2026,Demo Request,0,3,0,0,0,0
skyler.adams977@clearpathlabs59.net,Skyler,Adams,Clearpath Labs 59,HS100977,SFLED000977,Referral,MQL,63,HR Tech,Mid-Market,Central,5/6/2025,5/26/2025,,0,0,,,0,3,0,0,0,0
maya.king499@keystoneplatform69.com,Maya,King,Keystone Platform 69,HS100499,SFLED000499,LinkedIn,Lead,12,EdTech,SMB,Central,4/1/2026,,,0,0,,,0,2,0,0,0,0
casey.brooks1204@atlassystems.net,Casey,Brooks,Atlas Systems,HS101204,SFLED001204,Referral,Lead,56,Cybersecurity,Mid-Market,International,9/15/2025,,,1,47,10/9/2025,Webinar Registration,0,0,0,0,0,0
drew.kim1783@evergreenanalytics.io,Drew,Kim,Evergreen Analytics 41,HS101783,SFLED001783,Content Download,MQL,74,Ecommerce,Enterprise,Mountain,2/9/2025,2/19/2025,,0,0,,,0,1,0,0,0,0
logan.stone2963@summitnetworks.net,Logan,Stone,Summit Networks,HS102963,SFLED002963,Partner,Lead,18,Manufacturing Tech,SMB,West,9/20/2025,,,3,38,11/13/2025,Webinar Registration,0,5,0,0,0,0
rowan.chen2319@keystonedynamics63.ai,Rowan,Chen,Keystone Dynamics 63,HS102319,SFLED002319,Event,Lead,75,EdTech,Mid-Market,Mountain,2/3/2026,,,1,39,4/8/2026,Webinar Registration,0,4,0,0,0,0
morgan.bell2765@pioneerdynamics.net,Morgan,Bell,Pioneer Dynamics,HS102765,SFLED002765,Content Download,MQL,72,EdTech,SMB,Mountain,3/22/2026,4/11/2026,,0,0,,,0,2,0,0,0,0
reese.stone4076@brightlabs38.co,Reese,Stone,Bright Labs 38,HS104076,SFLED004076,Outbound,MQL,68,Logistics Tech,SMB,Central,3/23/2025,4/10/2025,,3,45.66666667,5/3/2025,Webinar Registration,0,4,0,0,0,0
jamie.ward801@summitmarkets10.ai,Jamie,Ward,Summit Markets 10,HS100801,SFLED000801,Direct,Lead,42,Cybersecurity,Enterprise,International,12/13/2025,,,0,0,,,0,4,0,0,0,0
reese.parker1280@catalystintelligen.net,Reese,Parker,Catalyst Intelligence 52,HS101280,SFLED001280,Direct,Lead,100,SaaS,Enterprise,International,3/3/2025,,,1,94,3/27/2025,CRM Audit,0,4,0,0,0,0
casey.bell1652@nimbusworks36.co,Casey,Bell,Nimbus Works 36,HS101652,SFLED001652,Direct,Lead,27,FinTech,Mid-Market,West,11/4/2025,,,0,0,,,0,2,0,0,0,0
morgan.adams3038@bluepeaknetworks.ai,Morgan,Adams,BluePeak Networks,HS103038,SFLED003038,LinkedIn,MQL,58,Ecommerce,SMB,Central,7/9/2025,7/28/2025,,1,43,8/9/2025,CRM Audit,0,4,0,0,0,0
casey.bennett108@keystonedynamics63.ai,Casey,Bennett,Keystone Dynamics 63,HS100108,SFLED000108,Referral,Lead,79,EdTech,Mid-Market,Mountain,5/30/2026,,,0,0,,,0,2,0,0,0,0
jordan.stone1358@novacloud58.com,Jordan,Stone,Nova Cloud 58,HS101358,SFLED001358,Event,Disqualified,35,Logistics Tech,Enterprise,Southeast,1/13/2026,,,2,38,3/14/2026,CRM Audit,0,3,0,0,0,0
elliot.king2144@novacloud58.com,Elliot,King,Nova Cloud 58,HS102144,SFLED002144,Partner,MQL,87,Logistics Tech,Enterprise,Southeast,4/28/2025,5/13/2025,,0,0,,,0,2,0,0,0,0
parker.ward3474@northstardynamics1.co,Parker,Ward,Northstar Dynamics 19,HS103474,SFLED003474,Direct,MQL,42,Manufacturing Tech,Mid-Market,Central,4/24/2025,5/5/2025,,0,0,,,0,0,0,0,0,0
skyler.king2970@evergreenops15.com,Skyler,King,Evergreen Ops 15,HS102970,SFLED002970,Paid Search,Lead,54,Healthcare Tech,SMB,Central,5/17/2026,,,0,0,,,0,2,0,0,0,0
logan.adams3159@cobaltdynamics.co,Logan,Adams,Cobalt Dynamics,HS103159,SFLED003159,Direct,Lead,73,EdTech,Enterprise,Mountain,4/12/2025,,,0,0,,,0,1,0,0,0,0
cameron.chen3859@nimbushealth11.ai,Cameron,Chen,Nimbus Health 11,HS103859,SFLED003859,Event,MQL,73,FinTech,SMB,Southeast,5/17/2026,5/20/2026,,1,29,5/30/2026,Webinar Registration,0,0,0,0,0,0
riley.adams3480@nimbusplatform83.ai,Riley,Adams,Nimbus Platform 83,HS103480,SFLED003480,Paid Search,Disqualified,51,Healthcare Tech,SMB,International,5/16/2026,,,4,51.5,6/20/2026,Contact Us,0,7,0,0,0,0
harper.stone951@northstarsoftware4.co,Harper,Stone,Northstar Software 45,HS100951,SFLED000951,Content Download,Subscriber,95,HR Tech,Mid-Market,Mountain,2/19/2025,,,0,0,,,0,0,0,0,0,0
logan.ward3272@bluepeakcloud.ai,Logan,Ward,BluePeak Cloud,HS103272,SFLED003272,LinkedIn,Lead,27,SaaS,Enterprise,Southeast,3/24/2025,,,0,0,,,0,2,0,0,0,0
rowan.bell2553@brightsystems91.io,Rowan,Bell,Bright Systems 91,HS102553,SFLED002553,LinkedIn,MQL,38,Healthcare Tech,Mid-Market,Southeast,6/14/2025,6/24/2025,,1,71,7/26/2025,Demo Request,0,3,0,0,0,0
drew.kim3244@bluepeakhealth.ai,Drew,Kim,BluePeak Health,,SFLED003244,Webinar,Lead,69,Manufacturing Tech,Mid-Market,Northeast,6/25/2026,,,1,94,6/30/2026,Demo Request,0,6,0,0,0,0
quinn.perry2028@nimbushealth11.ai,Quinn,Perry,Nimbus Health 11,HS102028,SFLED002028,Event,Lead,47,FinTech,SMB,Southeast,11/7/2025,,,0,0,,,0,3,0,0,0,0
elliot.ward1136@meridiangroup.com,Elliot,Ward,Meridian Group,HS101136,SFLED001136,Referral,Lead,40,Logistics Tech,SMB,Central,6/8/2025,,,2,73,8/1/2025,CRM Audit,0,6,0,0,0,0
drew.davis3783@ironwoodsoftware.ai,Drew,Davis,Ironwood Software,HS103783,SFLED003783,Partner,Lead,45,Cybersecurity,Enterprise,Central,1/9/2025,,,1,41,2/13/2025,ROI Calculator,0,4,0,0,0,0
rowan.davis2145@evergreensystems.com,Rowan,Davis,Evergreen Systems,,,Outbound,Lead,48,HR Tech,Enterprise,Mountain,9/22/2025,,,1,26,10/24/2025,Contact Us,0,1,0,0,0,0
sam.torres2114@keystonenetworks6.co,Sam,Torres,Keystone Networks 6,HS102114,SFLED002114,Outbound,Subscriber,57,Logistics Tech,SMB,Mountain,4/18/2026,,,0,0,,,0,4,0,0,0,0
morgan.chen3436@keystonenetworks89.net,Morgan,Chen,Keystone Networks 89,HS103436,SFLED003436,Referral,MQL,58,EdTech,Mid-Market,West,5/8/2025,5/28/2025,,1,61,5/14/2025,Contact Us,0,0,0,0,0,0
elliot.perry1351@apexmarkets.net,Elliot,Perry,Apex Markets,HS101351,SFLED001351,LinkedIn,Disqualified,12,Cybersecurity,Mid-Market,International,9/30/2025,,,2,14,10/28/2025,Contact Us,0,2,0,0,0,0
sam.torres2359@meridianlabs79.io,Sam,Torres,Meridian Labs 79,HS102359,SFLED002359,LinkedIn,Lead,32,Logistics Tech,SMB,Central,6/29/2025,,,4,71,8/27/2025,Webinar Registration,0,3,0,0,0,0
drew.stone3327@evergreenmarkets.co,Drew,Stone,Evergreen Markets,HS103327,SFLED003327,Organic Search,Lead,46,Healthcare Tech,Mid-Market,Northeast,9/12/2025,,,0,0,,,0,2,0,0,0,0
jamie.murphy599@catalystnetworks.ai,Jamie,Murphy,Catalyst Networks,HS100599,SFLED000599,Referral,Subscriber,23,Manufacturing Tech,Enterprise,West,8/4/2025,,,1,62,9/2/2025,RevOps Playbook,0,2,0,0,0,0
charlie.patel1559@cobaltops.com,Charlie,Patel,Cobalt Ops,HS101559,SFLED001559,Content Download,Lead,38,EdTech,SMB,Northeast,9/3/2025,,,0,0,,,0,4,0,0,0,0
charlie.murphy3903@brightdynamics65.co,Charlie,Murphy,Bright Dynamics 65,HS103903,SFLED003903,Direct,Lead,38,Healthcare Tech,Enterprise,Mountain,3/21/2026,,,1,22,4/30/2026,ROI Calculator,0,4,0,0,0,0
kendall.adams4124@clearpathintellige.co,Kendall,Adams,Clearpath Intelligence 77,HS104124,SFLED004124,Direct,Lead,48,HR Tech,Enterprise,International,9/11/2025,,,1,39,10/26/2025,Contact Us,0,1,0,0,0,0
drew.miller99@cobaltsoftware99.net,Drew,Miller,Cobalt Software 99,HS100099,SFLED000099,Partner,Lead,45,Manufacturing Tech,Enterprise,Mountain,3/2/2025,,,0,0,,,0,3,0,0,0,0
hayden.davis207@vertexsoftware.com,Hayden,Davis,Vertex Software,HS100207,SFLED000207,Event,Lead,40,EdTech,Mid-Market,Southeast,11/3/2025,,,3,58,12/16/2025,Demo Request,0,2,0,0,0,0
sam.ross1933@cobaltsolutions11.com,Sam,Ross,Cobalt Solutions 11,HS101933,SFLED001933,Partner,SQL,92,Healthcare Tech,SMB,Mountain,1/28/2025,2/18/2025,2/17/2025,1,69,3/20/2025,Demo Request,0,3,0,0,0,0
emerson.chen3698@vertexsystems24.io,Emerson,Chen,Vertex Systems 24,HS103698,SFLED003698,LinkedIn,Subscriber,16,HR Tech,SMB,West,10/28/2025,,,2,59.5,11/28/2025,CRM Audit,0,1,0,0,0,0
quinn.ross2927@pioneerdynamics.net,Quinn,Ross,Pioneer Dynamics,HS102927,SFLED002927,Outbound,Lead,22,EdTech,SMB,Mountain,4/21/2025,,,1,20,4/26/2025,RevOps Playbook,0,3,0,0,0,0
reese.sullivan273@pioneernetworks.ai,Reese,Sullivan,Pioneer Networks,HS100273,SFLED000273,Content Download,Lead,54,SaaS,SMB,International,11/21/2025,,,5,45.8,1/9/2026,RevOps Playbook,0,1,0,0,0,0
emerson.miller1110@northstarintellige.io,Emerson,Miller,Northstar Intelligence,HS101110,SFLED001110,Webinar,Lead,54,FinTech,Mid-Market,Southeast,8/10/2025,,,1,28,9/11/2025,RevOps Playbook,0,2,0,0,0,0
bailey.bennett1275@evergreenmarkets.co,Devon,King,BluePeak Ops,HS103676,SFLED003676,Paid Search,Opportunity,60,Healthcare Tech,SMB,International,1/15/2025,1/31/2025,1/31/2025,1,35,1/23/2025,CRM Audit,0,2,0,0,0,0
drew.wright3390@meridiansoftware.io,Drew,Wright,Meridian Software,HS103390,SFLED003390,Paid Search,Lead,59,FinTech,Enterprise,Southeast,2/7/2026,,,1,70,2/13/2026,Demo Request,0,4,0,0,0,0
skyler.wright972@evergreennetworks4.net,Skyler,Wright,Evergreen Networks 44,HS100972,SFLED000972,LinkedIn,Lead,54,EdTech,Mid-Market,Southeast,10/9/2025,,,0,0,,,0,2,0,0,0,0
kendall.price1541@evergreengroup93.net,Kendall,Price,Evergreen Group 93,HS101541,SFLED001541,Paid Search,Lead,43,HR Tech,Enterprise,Mountain,10/4/2025,,,0,0,,,0,1,0,0,0,0
parker.davis3464@apexworks61.net,Parker,Davis,Apex Works 61,HS103464,SFLED003464,Partner,Lead,20,EdTech,Mid-Market,Northeast,8/13/2025,,,1,77,9/30/2025,CRM Audit,0,1,0,0,0,0
quinn.price4111@bluepeakplatform47.ai,Quinn,Price,BluePeak Platform 47,HS104111,SFLED004111,Paid Search,Lead,34,Logistics Tech,Enterprise,Southeast,5/21/2026,,,1,29,6/5/2026,Contact Us,0,3,0,0,0,0
taylor.murphy2987@atlashealth.net,Taylor,Murphy,Atlas Health,,SFLED002987,Webinar,Lead,13,SaaS,Mid-Market,Central,1/31/2026,,,2,75,4/3/2026,Demo Request,0,1,0,0,0,0
riley.long93@brightgroup.co,Riley,Long,Bright Group,HS100093,SFLED000093,Webinar,Lead,46,EdTech,SMB,Southeast,3/7/2026,,,1,55,3/29/2026,Contact Us,0,7,0,0,0,0
harper.parker2439@brightsoftware68.ai,Harper,Parker,Bright Software 68,HS102439,SFLED002439,Webinar,Subscriber,33,EdTech,Enterprise,Southeast,5/28/2026,,,1,68,6/30/2026,Webinar Registration,0,1,0,0,0,0
parker.murphy2552@evergreenmarkets98.net,Parker,Murphy,Evergreen Markets 98,HS102552,SFLED002552,Webinar,Lead,30,HR Tech,Enterprise,Mountain,3/25/2025,,,0,0,,,0,2,0,0,0,0
bailey.long850@keystonecloud.co,Bailey,Long,Keystone Cloud,HS100850,SFLED000850,Organic Search,Lead,35,HR Tech,Enterprise,Central,3/12/2025,,,1,52,3/28/2025,Demo Request,0,6,0,0,0,0
logan.king1202@summitplatform34.net,Logan,King,Summit Platform 34,HS101202,SFLED001202,Webinar,MQL,100,Cybersecurity,SMB,West,1/15/2026,1/20/2026,,2,14,2/20/2026,RevOps Playbook,0,5,0,0,0,0
maya.bennett1094@catalystnetworks.ai,Maya,Bennett,Catalyst Networks,HS101094,SFLED001094,Organic Search,Lead,9,Manufacturing Tech,Enterprise,West,1/29/2026,,,0,0,,,0,2,0,0,0,0
bailey.miller1478@nimbusanalytics84.net,Bailey,Miller,Nimbus Analytics 84,HS101478,SFLED001478,Paid Search,Lead,23,EdTech,SMB,Mountain,5/18/2025,,,4,29.5,7/17/2025,RevOps Playbook,0,3,0,0,0,0
logan.bell404@vertexsystems29.net,Logan,Bell,Vertex Systems 29,HS100404,SFLED000404,Event,Lead,87,Logistics Tech,Enterprise,Central,8/26/2025,,,1,28,9/11/2025,Webinar Registration,0,4,0,0,0,0
sam.king1767@evergreenplatform.com,Sam,King,Evergreen Platform,HS101767,SFLED001767,Organic Search,Lead,63,Ecommerce,Mid-Market,Mountain,5/14/2025,,,1,5,5/20/2025,RevOps Playbook,0,0,0,0,0,0
cameron.adams1024@northstarnetworks4.net,Cameron,Adams,Northstar Networks 48,HS101024,SFLED001024,Paid Search,Lead,30,Healthcare Tech,Enterprise,International,4/27/2025,,,1,41,6/12/2025,HubSpot-SFDC Checklist,0,6,0,0,0,0
taylor.james2468@meridianops42.com,Taylor,James,Meridian Ops 42,HS102468,SFLED002468,Organic Search,Subscriber,37,EdTech,Enterprise,International,9/15/2025,,,0,0,,,0,2,0,0,0,0
riley.perry1891@novasystems83.ai,Riley,Nelson,Meridian Markets 2,HS103560,SFLED003560,Partner,Subscriber,48,Cybersecurity,Enterprise,Southeast,1/31/2026,,,1,100,3/8/2026,Demo Request,0,3,0,0,0,0
hayden.ross1242@evergreenworks.ai,Rowan,Perry,Atlas Software 93,HS102089,SFLED002089,Partner,MQL,100,HR Tech,SMB,International,8/29/2025,9/2/2025,,0,0,,,0,3,0,0,0,0
jamie.adams3206@summitdata97.ai,Jamie,Adams,Summit Data 97,HS103206,SFLED003206,Organic Search,MQL,69,Cybersecurity,Mid-Market,Central,6/1/2026,6/10/2026,,1,34,6/4/2026,ROI Calculator,0,3,0,0,0,0
finley.parker3084@clearpathworks85.co,Finley,Parker,Clearpath Works 85,HS103084,SFLED003084,Webinar,MQL,42,Healthcare Tech,Mid-Market,Mountain,4/5/2026,4/10/2026,,1,87,6/5/2026,Demo Request,0,2,0,0,0,0
quinn.king646@catalystsolutions7.com,Quinn,King,Catalyst Solutions 70,HS100646,SFLED000646,Content Download,Lead,48,HR Tech,Enterprise,Northeast,8/1/2025,,,0,0,,,0,2,0,0,0,0
sam.kim2734@atlasintelligence8.ai,Sam,Kim,Atlas Intelligence 88,HS102734,SFLED002734,Event,MQL,82,EdTech,SMB,International,2/10/2025,2/23/2025,,0,0,,,0,1,0,0,0,0
bailey.patel4107@keystonesystems68.com,Bailey,Patel,Keystone Systems 68,HS104107,SFLED004107,LinkedIn,MQL,53,SaaS,Mid-Market,Southeast,6/6/2026,6/17/2026,,0,0,,,0,1,0,0,0,0
bailey.king734@cobaltlabs40.ai,Bailey,King,Cobalt Labs 40,HS100734,SFLED000734,Outbound,Lead,27,Logistics Tech,Mid-Market,International,2/13/2026,,,0,0,,,0,5,0,0,0,0
reese.davis3260@apexgroup17.co,Reese,Davis,Apex Group 17,HS103260,SFLED003260,Organic Search,Lead,48,FinTech,Enterprise,Southeast,9/8/2025,,,0,0,,,0,1,0,0,0,0
taylor.ross2741@vertexplatform70.io,Taylor,Ross,Vertex Platform 70,HS102741,SFLED002741,Direct,Lead,54,Manufacturing Tech,Mid-Market,Northeast,4/5/2026,,,0,0,,,0,3,0,0,0,0
elliot.chen3056@ironwoodcloud13.net,Elliot,Chen,Ironwood Cloud 13,HS103056,SFLED003056,Outbound,MQL,71,Healthcare Tech,Enterprise,International,1/18/2026,2/9/2026,,1,56,2/14/2026,HubSpot-SFDC Checklist,0,2,0,0,0,0
devon.adams510@nimbuslabs.co,Devon,Adams,Nimbus Labs,HS100510,SFLED000510,Webinar,Disqualified,51,Ecommerce,Mid-Market,Northeast,2/14/2026,,,0,0,,,0,1,0,0,0,0
riley.patel883@northstarworks5.com,Riley,Patel,Northstar Works 5,HS100883,SFLED000883,LinkedIn,SQL,74,Ecommerce,Mid-Market,West,9/15/2025,9/20/2025,10/14/2025,1,43,11/1/2025,Demo Request,0,4,0,0,0,0
jamie.miller136@bluepeakcloud.ai,Jamie,Miller,BluePeak Cloud,HS100136,SFLED000136,Organic Search,Lead,33,SaaS,Enterprise,Southeast,3/12/2025,,,0,0,,,0,2,0,0,0,0
finley.adams2863@pioneersoftware25.ai,Finley,Adams,Pioneer Software 25,HS102863,SFLED002863,Outbound,Customer,83,Cybersecurity,Mid-Market,Southeast,8/10/2025,8/14/2025,9/8/2025,0,0,,,0,4,0,0,0,0
elliot.gray1617@bluepeaklabs.com,Elliot,Gray,BluePeak Labs,HS101617,SFLED001617,Direct,Lead,0,Manufacturing Tech,Mid-Market,Mountain,1/22/2025,,,0,0,,,0,1,0,0,0,0
harper.bell2264@keystonenetworks.io,Harper,Bell,Keystone Networks,HS102264,SFLED002264,Direct,Lead,52,FinTech,SMB,West,12/28/2025,,,0,0,,,0,5,0,0,0,0
jamie.bennett3125@northstarworks.net,Jamie,Bennett,Northstar Works,HS103125,SFLED003125,Outbound,Lead,32,SaaS,SMB,Mountain,5/17/2025,,,1,28,6/16/2025,RevOps Playbook,0,0,0,0,0,0
kendall.price1416@keystonehealth.ai,Kendall,Price,Keystone Health,HS101416,SFLED001416,Organic Search,Customer,37,EdTech,Mid-Market,Central,4/27/2025,4/30/2025,5/21/2025,2,66.5,5/25/2025,CRM Audit,0,7,0,0,0,0
taylor.long3689@northstarhealth3.io,Taylor,Long,Northstar Health 3,,SFLED003689,Webinar,Lead,66,SaaS,Mid-Market,Mountain,11/15/2025,,,0,0,,,0,0,0,0,0,0
morgan.sullivan1980@ironwoodhealth54.co,Morgan,Sullivan,Ironwood Health 54,HS101980,SFLED001980,Organic Search,MQL,78,SaaS,Mid-Market,West,6/9/2026,6/18/2026,,0,0,,,0,3,0,0,0,0
finley.parker4065@keystonenetworks.io,Finley,Parker,Keystone Networks,HS104065,SFLED004065,Webinar,MQL,92,FinTech,SMB,West,4/3/2025,4/27/2025,,0,0,,,0,2,0,0,0,0
cameron.murphy3363@clearpathcloud.com,Cameron,Murphy,Clearpath Cloud,HS103363,SFLED003363,Event,Subscriber,69,Ecommerce,Mid-Market,West,4/10/2025,,,0,0,,,0,3,0,0,0,0
bailey.miller1258@clearpathmarkets43.net,Bailey,Miller,Clearpath Markets 43,HS101258,SFLED001258,Paid Search,Lead,39,SaaS,SMB,International,10/21/2025,,,3,44.33333333,12/6/2025,Demo Request,0,3,0,0,0,0
quinn.long3190@vertexsoftware.com,Quinn,Long,Vertex Software,HS103190,SFLED003190,Content Download,SQL,100,EdTech,Mid-Market,Southeast,10/16/2025,10/20/2025,11/15/2025,0,0,,,0,4,0,0,0,0
blake.miller429@catalystintelligen.net,Blake,Miller,Catalyst Intelligence 52,HS100429,SFLED000429,Referral,Lead,66,SaaS,Enterprise,International,1/16/2025,,,1,37,2/17/2025,RevOps Playbook,0,0,0,0,0,0
kendall.perry2060@brighthealth.com,Kendall,Perry,Bright Health,HS102060,SFLED002060,Partner,Subscriber,66,EdTech,SMB,International,6/9/2025,,,1,87,6/14/2025,CRM Audit,0,0,0,0,0,0
harper.brooks3332@vertexdynamics39.ai,Harper,Brooks,Vertex Dynamics 39,HS103332,SFLED003332,Outbound,Disqualified,33,Ecommerce,Enterprise,Southeast,6/24/2025,,,2,47,8/18/2025,CRM Audit,0,3,0,0,0,0
bailey.ward2370@cobaltnetworks.co,Bailey,Ward,Cobalt Networks,HS102370,SFLED002370,Webinar,MQL,49,Logistics Tech,SMB,Northeast,8/2/2025,8/6/2025,,1,82,8/18/2025,HubSpot-SFDC Checklist,0,2,0,0,0,0
logan.ross696@northstarsystems96.ai,Logan,Ross,Northstar Systems 96,HS100696,SFLED000696,Direct,MQL,75,Cybersecurity,Mid-Market,Northeast,4/26/2026,5/16/2026,,0,0,,,0,7,0,0,0,0
finley.reed730@apexlabs.ai,Finley,Reed,Apex Labs,HS100730,SFLED000730,Event,Lead,54,HR Tech,Mid-Market,International,9/11/2025,,,1,57,10/22/2025,ROI Calculator,0,0,0,0,0,0
sam.stone2@atlasplatform18.net,Sam,Stone,Atlas Platform 18,HS100002,SFLED000002,Partner,Lead,33,Healthcare Tech,Mid-Market,Central,6/14/2026,,,1,55,6/30/2026,Webinar Registration,0,4,0,0,0,0
riley.davis1464@evergreenmarkets.co,Riley,Davis,Evergreen Markets,HS101464,SFLED001464,Paid Search,Disqualified,23,Healthcare Tech,Mid-Market,Northeast,6/28/2025,,,1,58,8/10/2025,CRM Audit,0,2,0,0,0,0
finley.perry1077@vertexsoftware.com,Finley,Perry,Vertex Software,,SFLED001077,LinkedIn,Lead,27,EdTech,Mid-Market,Southeast,6/10/2025,,,1,76,6/17/2025,Demo Request,0,3,0,0,0,0
taylor.perry704@pioneerhealth.net,Taylor,Perry,Pioneer Health,HS100704,SFLED000704,LinkedIn,Lead,77,Manufacturing Tech,Mid-Market,Mountain,4/25/2025,,,2,51,6/12/2025,Demo Request,0,2,0,0,0,0
emerson.davis2381@meridiansystems12.co,Emerson,Davis,Meridian Systems 12,HS102381,SFLED002381,Organic Search,Lead,36,FinTech,SMB,Southeast,5/5/2026,,,0,0,,,0,4,0,0,0,0
bailey.adams3025@bluepeaksolutions.net,Bailey,Adams,BluePeak Solutions,HS103025,SFLED003025,Paid Search,Lead,83,Cybersecurity,Mid-Market,West,4/22/2026,,,4,41,6/16/2026,RevOps Playbook,0,0,0,0,0,0
finley.foster2841@brightplatform.ai,Finley,Foster,Bright Platform,HS102841,SFLED002841,Direct,SQL,45,EdTech,SMB,West,4/12/2025,4/30/2025,5/19/2025,2,56,6/3/2025,Webinar Registration,0,3,0,0,0,0
skyler.carter284@evergreenops30.ai,Skyler,Carter,Evergreen Ops 30,HS100284,SFLED000284,Partner,Lead,11,HR Tech,Enterprise,Southeast,3/16/2025,,,1,54,4/28/2025,RevOps Playbook,0,1,0,0,0,0
logan.parker3660@apexdynamics.ai,Logan,Parker,Apex Dynamics,HS103660,SFLED003660,Organic Search,MQL,57,SaaS,Enterprise,Central,10/21/2025,11/12/2025,,1,39,12/5/2025,Webinar Registration,0,3,0,0,0,0
